0.01  19.96  0.05   # D_min      D_max       D_step
0.00   1.00  0.05   # delta_min  delta_max   delta_step
400 21              # n_D  n_delta
-0.54335    -0.541205    -0.534739    -0.523859    -0.50845    -0.488428   -0.463806   -0.434771   -0.401763    -0.365526   -0.327138   -0.287985   -0.249666   -0.213847   -0.18204     -0.155367   -0.134337    -0.118699    -0.107453    -0.0990805 -0.0920763
-0.533116   -0.531109    -0.525047    -0.514819    -0.500274   -0.481281   -0.457792   -0.429927   -0.398049    -0.362834   -0.325298   -0.286782   -0.248872   -0.213243   -0.181452    -0.15468    -0.133505    -0.117734    -0.106403    -0.097996  -0.0909882
-0.522567   -0.520695    -0.515033    -0.505448    -0.491761   -0.473793   -0.45144    -0.424755   -0.394028    -0.359863   -0.323213   -0.285374   -0.247912   -0.212512   -0.180769    -0.153925   -0.132624    -0.116735    -0.105329    -0.0968949 -0.0898899
-0.511757   -0.510019    -0.504749    -0.495799    -0.48296    -0.46601    -0.444791   -0.41929    -0.389728    -0.356635   -0.320902   -0.283775   -0.246799   -0.211664   -0.180001    -0.153109   -0.131701    -0.115706    -0.104234    -0.0957804 -0.0887842
-0.50074    -0.499131    -0.494245    -0.48592     -0.473915   -0.457972   -0.43788    -0.413564   -0.385176    -0.353175   -0.318384   -0.282002   -0.245545   -0.210709   -0.179153    -0.152237   -0.13074     -0.114652    -0.103122    -0.0946558 -0.0876737
-0.489561   -0.488079    -0.48357     -0.475854    -0.464668   -0.449717   -0.430742   -0.407608   -0.380399    -0.349502   -0.315676   -0.280068   -0.244162   -0.209654   -0.178235    -0.151316   -0.129745    -0.113576    -0.101997    -0.0935237 -0.0865606
-0.478267   -0.476908    -0.472764    -0.465643    -0.455259   -0.441283   -0.423411   -0.401451   -0.37542     -0.345638   -0.312796   -0.277985   -0.242659   -0.208509   -0.177251    -0.150351   -0.128723    -0.112482    -0.100861    -0.0923867 -0.0854471
-0.466898   -0.465658    -0.461869    -0.455326    -0.445724   -0.432702   -0.415915   -0.395118   -0.370264    -0.341602   -0.309758   -0.275766   -0.241046   -0.207279   -0.176208    -0.149347   -0.127675    -0.111373    -0.0997173   -0.0912469 -0.0843348
-0.455491   -0.454367    -0.45092     -0.444937    -0.436095   -0.424006   -0.408284   -0.388635   -0.36495     -0.337411   -0.306576   -0.273423   -0.239332   -0.205974   -0.175111    -0.148307   -0.126606    -0.110253    -0.0985684   -0.0901065 -0.0832255
-0.444081   -0.443067    -0.43995     -0.434509    -0.426404   -0.415222   -0.400543   -0.382025   -0.359499    -0.333083   -0.303266   -0.270967   -0.237525   -0.204598   -0.173966    -0.147237   -0.125519    -0.109123    -0.0974164   -0.0889672 -0.0821207
